State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
MA,2004,3364.0,0,700.0,Frame,4,682443.0,1000,Suburban,19,False,False,0.0,0.84,120,534799.0,1.38,35.13,10.44,2.89,78,12.52,Adequate,0,Low,22,147644.0,True,Moderate,1820.3,0,0.0
Other,2018,1780.0,0,811.0,Frame,8,519025.0,1000,Urban,3,False,True,16.56,0.06,120,327815.0,0.596,19.21,43.05,2.69,93,5.07,Adequate,2,Moderate,8,191210.0,False,Moderate,1180.71,0,0.0
MA,1981,3252.0,0,700.0,Frame,3,668689.0,2000,Urban,13,False,False,24.41,18.26,120,738110.0,0.89,17.55,53.74,4.91,50,3.63,Adequate,1,Low,45,0.0,True,Elevated,2529.97,0,0.0
WA,1977,2508.0,1,681.0,Frame,5,625285.0,1000,Rural,17,False,True,4.23,3.08,27,547185.0,0.72,34.12,82.44,1.65,66,11.73,Poor,1,Low,49,78100.0,False,Moderate,1551.09,0,0.0
Other,2006,2813.0,0,709.0,Masonry,6,558545.0,5000,Urban,20,False,True,27.96,1.6,120,500063.0,0.923,8.08,56.68,1.84,92,0.36,Adequate,1,Moderate,20,58482.0,False,Moderate,1405.62,0,0.0
NY,1979,1182.0,0,842.0,Frame,3,200784.0,500,Urban,23,False,False,12.67,14.49,120,165359.0,1.084,43.35,41.59,2.98,74,1.74,Excellent,1,Low,47,35425.0,False,Low,383.55,0,0.0
GA,1990,3065.0,1,567.0,Frame,5,795151.0,1000,Urban,28,False,False,13.95,16.13,3,448940.0,0.325,22.37,73.18,2.94,92,19.53,Adequate,0,Moderate,36,346211.0,False,High,6030.05,0,0.0
CA,1996,2237.0,1,700.0,Frame,4,378055.0,5000,Suburban,2,True,False,8.12,12.33,12,420591.0,0.666,50.45,50.8,6.53,34,5.93,Adequate,0,Low,30,0.0,True,Low,956.49,0,0.0
CA,2014,2970.0,0,700.0,Frame,10,551426.0,1000,Suburban,16,False,False,29.39,12.4,120,478737.0,2.471,40.34,75.57,3.15,92,7.58,Poor,0,Moderate,12,72689.0,True,Elevated,3469.16,0,0.0
NY,1977,800.0,1,583.0,Frame,4,123885.0,1000,Urban,17,True,False,4.31,13.19,25,228725.0,1.235,44.28,58.58,0.57,71,6.68,Poor,0,Low,49,0.0,False,Low,576.34,1,56137.83
NY,1990,2640.0,0,850.0,Frame,8,518768.0,2000,Suburban,15,True,False,20.29,54.03,120,528657.0,0.679,37.67,37.77,5.25,68,3.55,Poor,1,Low,36,0.0,False,Moderate,1269.02,0,0.0
NY,2003,2416.0,0,671.0,Frame,10,481132.0,500,Urban,2,True,False,15.44,0.36,120,402485.0,2.131,52.0,59.7,2.2,37,7.87,Poor,2,Low,23,78647.0,False,Moderate,1830.69,0,0.0
CO,1956,1904.0,0,683.0,Frame,8,532105.0,1000,Suburban,26,False,True,26.45,48.11,120,472490.0,0.635,78.84,51.95,3.08,63,11.79,Adequate,3,Low,70,59615.0,False,Elevated,2872.31,0,0.0
CO,1980,2119.0,0,850.0,Fire Resistive,4,455238.0,2000,Urban,15,False,False,1.77,19.96,120,402352.0,0.556,51.32,36.47,4.68,58,0.77,Adequate,4,Moderate,46,52886.0,False,Moderate,1670.78,0,0.0
GA,1954,1310.0,1,813.0,Masonry,10,357734.0,2000,Urban,28,False,False,32.29,4.84,15,309271.0,0.91,25.36,71.19,2.58,64,7.82,Poor,2,Low,72,48463.0,False,Elevated,2600.07,0,0.0
FL,1991,2165.0,0,666.0,Frame,3,584712.0,1000,Rural,10,False,False,4.57,4.33,120,354098.0,0.61,35.31,43.03,28.02,61,1.4,Poor,1,Low,35,230614.0,False,Moderate,1330.97,0,0.0
FL,1979,2552.0,0,706.0,Frame,8,535199.0,5000,Suburban,21,False,True,30.14,21.48,120,418639.0,0.535,51.08,24.02,5.65,59,25.0,Poor,1,Low,47,116560.0,False,Elevated,3013.46,0,0.0
LA,2008,2676.0,0,753.0,Masonry,9,590546.0,5000,Suburban,7,True,False,15.72,10.38,120,428170.0,0.471,22.3,53.73,2.33,68,0.96,Excellent,1,Low,18,162376.0,False,Moderate,1921.15,0,0.0
OK,2006,2765.0,0,704.0,Frame,3,468320.0,5000,Suburban,15,True,False,10.79,7.87,120,402494.0,0.466,42.79,54.03,3.61,75,8.49,Poor,3,Moderate,20,65826.0,False,Moderate,1077.43,0,0.0
WA,1966,2385.0,0,624.0,Frame,8,697735.0,1000,Rural,23,False,True,23.91,8.84,120,593994.0,1.438,52.74,25.7,2.47,74,8.85,Excellent,0,Low,60,103741.0,False,Elevated,2824.42,0,0.0
FL,1992,2748.0,0,660.0,Frame,8,715563.0,500,Urban,12,False,False,27.88,7.6,120,520562.0,1.304,31.61,18.23,0.73,67,11.48,Excellent,0,Low,34,195001.0,False,High,3617.56,0,0.0
CA,1955,2517.0,0,700.0,Masonry,8,429400.0,1000,Suburban,30,False,False,16.11,33.27,120,314872.0,0.272,43.67,59.21,4.04,57,0.98,Poor,0,Low,71,114528.0,True,Elevated,2357.56,0,0.0
Other,2009,2107.0,1,684.0,Masonry,6,482871.0,500,Rural,20,False,True,16.26,16.39,27,346846.0,0.793,56.46,39.4,0.28,98,18.4,Poor,0,High,17,136025.0,False,Moderate,1572.24,1,44249.39
CA,2017,2283.0,0,700.0,Frame,6,485282.0,1000,Rural,2,True,False,16.38,12.03,120,355386.0,1.124,25.22,35.55,3.25,65,10.56,Adequate,0,Low,9,129896.0,True,Low,920.3,0,0.0
LA,1974,1942.0,0,850.0,Frame,6,289298.0,1000,Urban,15,False,True,13.14,9.53,120,332518.0,0.743,49.36,45.79,11.38,41,7.98,Adequate,0,Low,52,0.0,False,Low,803.57,0,0.0
FL,2014,2806.0,0,556.0,Frame,10,782812.0,500,Suburban,4,True,False,27.11,14.54,120,633128.0,1.773,4.46,42.9,12.47,88,26.86,Adequate,0,Low,12,149684.0,False,High,5978.65,0,0.0
NY,2018,1415.0,2,620.0,Fire Resistive,9,190860.0,5000,Urban,1,False,False,29.9,1.3,32,315561.0,2.237,32.28,37.7,1.25,71,13.19,Poor,0,Moderate,8,0.0,False,Moderate,1281.92,0,0.0
WA,2018,2971.0,1,768.0,Fire Resistive,9,606056.0,1000,Urban,5,False,False,1.67,9.68,12,556361.0,0.373,26.79,74.79,0.96,85,14.49,Excellent,0,Low,8,49695.0,False,Moderate,1941.72,0,0.0
NY,1977,2924.0,0,725.0,Frame,2,727418.0,500,Urban,24,True,True,23.28,1.05,120,455367.0,0.538,66.24,64.33,1.05,65,17.53,Poor,1,Low,49,272051.0,False,High,4371.75,0,0.0
CA,1990,3116.0,0,700.0,Masonry,5,672815.0,5000,Urban,14,False,True,19.84,7.34,120,528564.0,0.697,43.16,93.16,10.04,53,4.45,Adequate,1,Moderate,36,144251.0,True,Elevated,2603.43,0,0.0
MA,1985,2040.0,0,700.0,Frame,3,463434.0,500,Suburban,17,False,True,23.17,5.44,120,355408.0,1.345,31.16,60.5,6.35,69,11.56,Adequate,2,Low,41,108026.0,True,Moderate,1213.58,0,0.0
CA,2022,2758.0,1,700.0,Frame,10,731451.0,1000,Urban,1,False,False,27.93,9.65,33,494993.0,0.987,19.08,52.36,2.25,83,9.89,Excellent,0,Low,4,236458.0,True,High,5582.67,0,0.0
TX,1961,2476.0,0,689.0,Frame,5,583264.0,2000,Rural,15,False,False,8.98,30.58,120,458147.0,1.675,79.4,35.7,11.56,33,0.21,Poor,3,Low,65,125117.0,False,Elevated,2809.47,0,0.0
CO,2007,1921.0,0,741.0,Masonry,2,435267.0,1000,Urban,6,True,False,0.0,2.35,120,385787.0,0.361,8.25,47.07,5.78,80,10.58,Excellent,4,High,19,49480.0,False,Low,428.97,0,0.0
NY,1998,2256.0,0,672.0,Frame,2,518554.0,1000,Urban,5,True,False,5.1,31.91,120,398174.0,0.736,17.98,54.15,3.89,54,20.87,Adequate,0,Low,28,120380.0,False,Elevated,2164.95,0,0.0
OK,1979,2434.0,0,626.0,Frame,2,453370.0,1000,Rural,27,False,True,16.38,58.45,120,337418.0,0.439,46.7,63.95,2.3,76,11.36,Poor,1,Low,47,115952.0,False,Moderate,1649.07,0,0.0
FL,1959,1557.0,0,629.0,Frame,2,301332.0,500,Suburban,25,False,False,10.91,10.25,120,288901.0,0.68,24.87,29.18,8.26,50,3.37,Adequate,0,Low,67,12431.0,False,Low,894.26,0,0.0
FL,2007,3047.0,0,649.0,Frame,8,768349.0,2000,Suburban,15,True,False,15.23,1.69,120,558322.0,0.567,28.14,40.06,7.6,89,0.61,Excellent,0,Low,19,210027.0,False,High,4026.3,0,0.0
FL,1971,2535.0,0,697.0,Frame,10,481115.0,1000,Urban,22,True,False,22.49,0.62,120,467321.0,1.121,16.0,81.16,7.98,54,7.19,Poor,1,Low,55,13794.0,False,Elevated,2223.4,0,0.0
GA,1999,2958.0,0,850.0,Frame,3,592347.0,5000,Suburban,16,True,False,20.25,4.24,120,540886.0,0.455,11.49,46.63,0.89,77,5.4,Poor,0,Low,27,51461.0,False,Low,869.85,0,0.0
CA,1955,1357.0,0,700.0,Frame,1,343789.0,2000,Rural,26,True,True,29.81,50.93,120,304756.0,0.295,16.86,30.31,4.48,52,5.75,Excellent,1,Low,71,39033.0,True,Moderate,1489.97,0,0.0
Other,2017,2108.0,1,636.0,Frame,4,378331.0,2000,Urban,9,False,False,28.32,7.81,8,442880.0,0.401,70.53,57.37,1.76,97,13.56,Adequate,0,Low,9,0.0,False,Moderate,1589.49,0,0.0
FL,2008,1980.0,0,703.0,Frame,7,351711.0,2000,Urban,4,False,True,16.04,1.1,120,347320.0,0.328,24.89,70.89,1.33,62,2.09,Poor,0,Low,18,4391.0,False,Low,871.24,1,24418.17
FL,1962,1490.0,0,789.0,Frame,2,312450.0,2000,Suburban,23,True,False,2.71,15.18,120,216725.0,0.489,54.88,55.1,3.25,47,3.78,Adequate,0,Low,64,95725.0,False,Low,512.09,0,0.0
LA,2002,2063.0,1,751.0,Frame,7,439161.0,1000,Rural,18,False,True,17.83,0.14,13,375683.0,1.206,7.55,40.94,4.47,92,0.06,Adequate,0,Low,24,63478.0,False,Moderate,1550.43,0,0.0
FL,1955,2802.0,0,647.0,Fire Resistive,6,825351.0,1000,Suburban,29,False,True,30.09,2.22,120,493900.0,0.518,5.79,62.43,2.92,60,9.9,Poor,0,Low,71,331451.0,False,High,4481.32,0,0.0
OK,1984,2324.0,2,561.0,Frame,5,447164.0,1000,Rural,5,True,False,31.25,2.31,6,427374.0,0.85,17.38,46.35,1.61,35,1.9,Excellent,3,Moderate,42,19790.0,False,Moderate,1868.04,1,20175.63
GA,1970,1752.0,0,622.0,Frame,4,361794.0,500,Suburban,14,False,False,21.44,4.6,120,335943.0,0.498,19.64,39.1,10.94,44,2.44,Poor,3,Low,56,25851.0,False,Moderate,1688.82,0,0.0
WA,1988,2165.0,0,613.0,Frame,1,267470.0,1000,Urban,15,True,False,18.02,61.07,120,317756.0,0.214,21.47,54.31,3.01,47,13.62,Adequate,0,Moderate,38,0.0,False,Low,950.66,0,0.0
CO,1984,3426.0,0,683.0,Frame,8,721449.0,2000,Rural,7,False,True,11.2,13.01,120,700655.0,0.297,26.41,87.95,7.78,36,2.2,Adequate,1,Low,42,20794.0,False,Elevated,3000.79,0,0.0
LA,2016,2731.0,0,690.0,Frame,6,560698.0,1000,Rural,2,True,False,25.34,22.18,120,398769.0,2.056,39.22,62.95,5.13,59,2.09,Adequate,0,Low,10,161929.0,False,Moderate,1178.81,0,0.0
FL,1986,1767.0,0,732.0,Frame,1,512616.0,1000,Urban,20,False,False,10.72,6.64,120,318644.0,0.317,11.86,44.69,0.84,87,28.49,Poor,0,Low,40,193972.0,False,Moderate,1025.65,0,0.0
MA,2012,2018.0,0,700.0,Frame,9,438453.0,1000,Suburban,5,True,False,12.15,44.05,120,346682.0,1.202,46.7,53.37,3.67,80,3.7,Adequate,0,Low,14,91771.0,True,Moderate,1687.02,0,0.0
TX,2014,2410.0,0,850.0,Frame,2,559931.0,1000,Suburban,7,False,True,14.1,24.36,120,473443.0,1.833,69.62,53.01,4.46,92,21.15,Excellent,7,Low,12,86488.0,False,Moderate,1429.86,1,14178.57
CA,1995,1791.0,0,700.0,Frame,5,605006.0,5000,Suburban,17,False,True,26.02,23.81,120,398244.0,0.291,25.56,80.52,0.36,96,17.29,Adequate,3,Low,31,206762.0,True,Elevated,2539.77,0,0.0
CO,2000,2470.0,0,607.0,Frame,6,461846.0,1000,Suburban,22,True,False,1.07,28.74,120,354082.0,1.528,6.41,18.34,1.58,86,36.68,Adequate,7,Low,26,107764.0,False,Moderate,1645.65,0,0.0
TX,1982,1562.0,1,718.0,Fire Resistive,2,263021.0,1000,Urban,21,False,False,36.06,4.44,27,320094.0,1.81,19.05,21.54,2.55,81,14.67,Poor,3,Low,44,0.0,False,Low,892.75,0,0.0
LA,2013,2299.0,0,664.0,Masonry,5,592515.0,500,Suburban,9,False,True,20.8,4.77,120,408544.0,0.624,8.18,39.28,7.53,93,1.41,Poor,0,High,13,183971.0,False,Moderate,1506.23,0,0.0
CA,1991,1966.0,1,700.0,Frame,6,341496.0,2000,Urban,16,True,False,0.26,22.11,9,379208.0,0.859,16.94,67.1,5.12,74,0.82,Adequate,1,Low,35,0.0,True,Low,860.44,0,0.0
CA,1987,2086.0,0,700.0,Fire Resistive,8,545378.0,1000,Suburban,9,False,False,19.96,17.31,120,436721.0,0.305,16.73,26.69,6.93,61,21.75,Excellent,0,Low,39,108657.0,True,Moderate,1715.05,0,0.0
LA,1983,2619.0,0,571.0,Frame,5,640914.0,1000,Suburban,10,True,False,29.27,1.79,120,542934.0,0.775,24.34,15.02,0.85,53,5.1,Adequate,0,Moderate,43,97980.0,False,Moderate,1864.13,0,0.0
NY,1953,1724.0,2,694.0,Fire Resistive,10,398461.0,1000,Suburban,26,True,True,5.33,32.19,28,280742.0,0.937,34.56,58.06,3.54,37,2.99,Adequate,0,Low,73,117719.0,False,Elevated,2677.19,0,0.0
Other,2000,2669.0,0,702.0,Frame,10,435007.0,1000,Urban,7,True,False,22.83,0.43,120,492289.0,0.842,15.23,100.0,0.27,52,4.32,Poor,2,Low,26,0.0,False,Moderate,1406.19,0,0.0
TX,1996,2663.0,0,710.0,Frame,1,656561.0,500,Suburban,4,False,False,25.17,6.44,120,585746.0,0.472,55.67,46.32,4.83,51,0.1,Adequate,1,Moderate,30,70815.0,False,Moderate,1936.28,0,0.0
CA,2000,1534.0,0,700.0,Frame,1,279058.0,2000,Urban,23,False,False,24.51,10.58,120,288472.0,0.363,3.35,16.56,6.6,97,8.08,Adequate,0,Low,26,0.0,True,Low,874.43,0,0.0
CA,1977,1966.0,0,700.0,Masonry,10,445326.0,1000,Suburban,10,False,False,34.44,12.51,120,266211.0,2.961,21.4,75.92,13.19,38,2.41,Adequate,0,Moderate,49,179115.0,True,High,3676.45,0,0.0
NY,2018,1353.0,0,712.0,Fire Resistive,8,176579.0,1000,Rural,2,True,False,22.51,1.25,120,225056.0,0.943,40.91,38.1,4.48,73,9.02,Poor,1,Low,8,0.0,False,Low,486.54,1,52136.69
CA,1953,1631.0,0,700.0,Fire Resistive,10,481542.0,5000,Suburban,29,True,True,21.98,45.91,120,334525.0,0.68,50.86,48.61,10.87,63,1.03,Adequate,0,Moderate,73,147017.0,True,High,3615.28,0,0.0
MA,1986,1679.0,1,700.0,Frame,4,344956.0,5000,Suburban,5,True,False,19.47,5.52,35,376608.0,0.285,32.13,42.48,9.21,48,1.76,Poor,0,Low,40,0.0,True,Low,764.4,0,0.0
CA,1962,2416.0,0,700.0,Masonry,8,617783.0,1000,Rural,28,True,False,17.36,18.31,120,556380.0,0.118,16.6,58.19,1.48,77,16.07,Adequate,0,Low,64,61403.0,True,Elevated,2579.15,0,0.0
Other,1954,2156.0,0,635.0,Frame,5,502839.0,2000,Suburban,29,True,False,5.64,0.0,120,381020.0,3.425,9.3,48.64,5.21,54,6.86,Excellent,1,Low,72,121819.0,False,Moderate,1698.44,0,0.0
CO,2013,3092.0,0,565.0,Masonry,3,854980.0,500,Rural,13,True,False,29.64,8.1,120,599778.0,0.361,17.04,58.17,4.78,96,7.75,Poor,5,Low,13,255202.0,False,Elevated,2632.99,0,0.0
LA,1953,1684.0,0,660.0,Frame,10,321916.0,5000,Rural,30,False,True,27.82,60.31,120,331545.0,2.64,23.97,57.72,1.93,64,10.99,Adequate,0,Low,73,0.0,False,Elevated,2094.36,0,0.0
CA,1970,2081.0,0,700.0,Masonry,1,549168.0,1000,Urban,17,True,False,9.63,78.3,120,312998.0,0.191,33.52,73.5,6.32,45,31.22,Adequate,0,Low,56,236170.0,True,High,5551.11,2,42183.88
CA,1987,2137.0,0,700.0,Masonry,8,443437.0,1000,Suburban,8,True,False,34.15,17.25,120,399623.0,1.617,20.6,37.4,2.47,48,1.14,Adequate,0,Low,39,43814.0,True,Moderate,1415.75,0,0.0
FL,2006,1701.0,1,818.0,Frame,5,315586.0,1000,Suburban,9,False,True,15.94,0.96,7,216528.0,0.384,9.4,40.6,1.21,69,39.99,Adequate,0,Low,20,99058.0,False,Low,716.04,0,0.0
CO,2007,1550.0,1,800.0,Frame,10,506272.0,2000,Suburban,2,False,False,16.68,33.71,16,322426.0,5.011,67.05,58.07,0.64,68,18.17,Excellent,2,Low,19,183846.0,False,Elevated,2190.82,0,0.0
CO,2015,1905.0,0,602.0,Frame,4,431908.0,1000,Rural,7,False,True,25.0,32.76,120,308323.0,1.51,57.67,54.7,0.43,90,7.15,Adequate,1,Low,11,123585.0,False,Low,903.32,0,0.0
FL,1950,2429.0,1,747.0,Frame,6,456328.0,1000,Urban,30,True,True,3.79,0.12,32,469835.0,0.906,41.68,58.67,7.19,38,9.98,Adequate,2,High,76,0.0,False,Elevated,3092.46,0,0.0
TX,1952,1602.0,0,693.0,Masonry,4,316532.0,2000,Urban,24,True,False,15.94,20.76,120,252660.0,0.334,37.9,16.06,0.33,31,20.7,Adequate,3,Low,74,63872.0,False,Low,926.86,0,0.0
Other,2021,2239.0,0,726.0,Fire Resistive,6,400796.0,1000,Suburban,6,True,False,20.8,8.94,120,389401.0,0.524,34.59,58.58,1.04,98,9.04,Poor,0,Low,5,11395.0,False,Low,628.28,1,60199.07
TX,2023,2481.0,1,733.0,Masonry,4,500047.0,5000,Suburban,3,True,False,31.13,26.54,14,392367.0,0.177,39.1,93.48,0.14,99,24.5,Adequate,2,Low,3,107680.0,False,Moderate,1305.86,0,0.0
CA,2003,824.0,0,700.0,Frame,6,369127.0,2000,Urban,3,True,False,0.73,89.38,120,236871.0,1.644,57.63,48.62,0.2,81,28.11,Adequate,0,Low,23,132256.0,True,Elevated,2506.52,0,0.0
FL,1958,1433.0,0,649.0,Masonry,9,431153.0,2000,Suburban,24,False,False,24.2,0.08,120,236602.0,1.695,10.64,39.3,1.31,49,6.54,Poor,0,Moderate,68,194551.0,False,High,3734.38,0,0.0
FL,2001,2381.0,0,575.0,Frame,9,567895.0,500,Suburban,18,False,False,14.49,0.12,120,390652.0,0.313,31.11,68.13,19.46,89,1.25,Poor,0,Low,25,177243.0,False,Elevated,3008.74,1,46398.6
NY,1987,2399.0,1,685.0,Masonry,10,528435.0,1000,Urban,16,True,False,12.95,0.23,24,515776.0,0.699,9.16,71.74,2.52,76,4.33,Adequate,0,Low,39,12659.0,False,Elevated,2167.86,0,0.0
OK,2010,1791.0,0,652.0,Frame,8,270063.0,1000,Suburban,6,False,False,24.18,15.91,120,265683.0,1.136,49.48,38.21,2.48,68,7.72,Poor,4,Low,16,4380.0,False,Moderate,1372.09,0,0.0
OK,2009,3194.0,0,718.0,Frame,6,846195.0,1000,Urban,3,False,True,0.0,7.13,120,667419.0,2.511,27.09,36.69,9.35,59,0.92,Poor,4,Low,17,178776.0,False,Elevated,3389.28,0,0.0
LA,2017,2505.0,0,714.0,Frame,6,523364.0,2000,Suburban,6,True,True,22.74,48.4,120,363854.0,0.087,8.88,54.24,17.13,82,9.15,Adequate,0,High,9,159510.0,False,Moderate,1422.61,0,0.0
TX,1980,1644.0,0,850.0,Frame,9,258687.0,2000,Urban,23,False,True,11.68,3.84,120,307438.0,0.934,8.88,48.42,7.7,77,7.17,Adequate,5,Low,46,0.0,False,Low,809.96,0,0.0
CA,2018,2761.0,2,700.0,Frame,5,669993.0,1000,Suburban,13,False,False,2.28,15.51,24,415120.0,0.747,12.75,59.44,3.0,97,10.02,Adequate,1,Low,8,254873.0,True,Elevated,2706.46,1,70033.01
MA,2001,2466.0,1,700.0,Frame,5,393910.0,2000,Urban,6,False,False,21.6,4.29,7,318845.0,0.219,20.15,82.71,0.76,40,13.1,Poor,1,Low,25,75065.0,True,Moderate,1924.25,0,0.0
TX,1963,1919.0,0,770.0,Frame,7,457050.0,2000,Rural,18,False,True,1.3,2.17,120,381241.0,1.514,73.86,50.86,3.56,45,2.63,Adequate,3,Low,63,75809.0,False,Moderate,1045.43,0,0.0
FL,2012,2177.0,1,706.0,Frame,1,374610.0,1000,Suburban,4,True,False,32.65,0.27,33,396400.0,0.3,36.29,14.09,5.42,70,2.82,Poor,1,High,14,0.0,False,Low,855.89,0,0.0
NY,1993,2563.0,0,640.0,Frame,6,760402.0,500,Suburban,7,True,True,3.34,0.8,120,554797.0,0.865,12.79,24.4,1.24,66,0.61,Adequate,2,High,33,205605.0,False,Elevated,3100.18,0,0.0
LA,1972,2685.0,0,796.0,Frame,5,686546.0,500,Urban,29,False,True,19.72,0.8,120,507468.0,0.387,31.59,26.73,1.75,91,17.13,Poor,0,Low,54,179078.0,False,Elevated,2470.14,0,0.0
TX,1961,1599.0,1,757.0,Frame,10,227181.0,2000,Suburban,27,True,False,12.57,7.74,25,226374.0,0.244,25.03,77.79,2.83,51,7.38,Poor,2,Low,65,807.0,False,Moderate,1805.23,0,0.0
GA,2010,1591.0,1,517.0,Frame,3,248220.0,500,Suburban,8,False,True,26.15,1.48,29,294353.0,1.001,9.66,15.9,7.29,85,6.14,Adequate,2,Low,16,0.0,False,Low,823.24,0,0.0
FL,2001,2160.0,0,746.0,Masonry,3,441678.0,2000,Urban,26,True,False,30.44,8.51,120,306871.0,0.511,20.71,66.47,17.03,97,1.52,Excellent,0,Low,25,134807.0,False,Low,938.42,0,0.0
Other,1982,2592.0,1,754.0,Frame,6,700341.0,1000,Suburban,19,True,False,24.9,9.09,14,530207.0,0.819,29.16,66.82,0.24,78,9.21,Adequate,1,Low,44,170134.0,False,High,4580.12,0,0.0
TX,1971,2288.0,0,799.0,Frame,2,571500.0,1000,Suburban,11,False,True,15.5,8.66,120,525022.0,0.476,17.7,68.12,12.16,45,8.58,Adequate,1,Low,55,46478.0,False,Moderate,1929.29,0,0.0
LA,1966,1679.0,1,698.0,Frame,2,213685.0,5000,Suburban,30,False,False,22.3,4.33,31,236570.0,0.278,23.47,53.18,7.06,76,2.4,Poor,1,Moderate,60,0.0,False,Low,830.23,0,0.0
FL,1956,2214.0,2,672.0,Frame,6,583839.0,1000,Suburban,27,True,False,4.97,0.19,13,382708.0,0.471,13.51,33.83,0.06,47,10.5,Poor,1,Moderate,70,201131.0,False,High,3783.07,0,0.0
WA,1994,2306.0,0,676.0,Fire Resistive,4,657537.0,1000,Suburban,4,False,False,4.32,0.87,120,396675.0,1.169,9.6,59.06,5.14,47,4.73,Adequate,1,High,32,260862.0,False,Elevated,3226.62,0,0.0
NY,1959,1930.0,0,810.0,Masonry,9,410827.0,2000,Urban,27,False,False,3.71,20.38,120,264858.0,0.438,52.08,81.13,4.89,48,17.15,Adequate,1,Low,67,145969.0,False,Moderate,1876.85,0,0.0
GA,1984,2631.0,1,594.0,Frame,6,531416.0,2000,Suburban,16,True,False,17.27,0.33,5,509987.0,0.271,51.91,48.61,0.91,61,0.69,Poor,4,Low,42,21429.0,False,Moderate,1993.88,0,0.0
MA,1986,2029.0,0,700.0,Frame,5,539301.0,2000,Rural,17,False,False,20.59,0.04,120,307212.0,0.648,4.55,91.37,2.22,71,3.53,Poor,1,Low,40,232089.0,True,Elevated,2466.67,0,0.0
CO,2008,1943.0,0,747.0,Frame,10,158440.0,1000,Suburban,20,True,True,38.0,13.9,120,243709.0,0.355,29.75,54.83,15.81,83,2.54,Poor,2,Low,18,0.0,False,Moderate,1238.51,0,0.0
TX,1981,2478.0,0,831.0,Fire Resistive,8,449292.0,1000,Suburban,9,True,False,8.47,23.91,120,482640.0,1.08,44.09,61.89,2.97,39,3.34,Poor,2,Low,45,0.0,False,Moderate,1030.68,0,0.0
TX,1993,1476.0,0,770.0,Frame,7,262804.0,1000,Suburban,11,True,True,23.41,1.97,120,258637.0,0.694,16.09,43.68,11.83,66,7.89,Adequate,1,Low,33,4167.0,False,Low,711.35,0,0.0
Other,1961,1328.0,1,661.0,Frame,2,219545.0,1000,Suburban,25,False,False,16.51,11.66,22,245911.0,0.196,13.73,60.41,1.84,53,14.45,Adequate,2,Low,65,0.0,False,Low,909.49,0,0.0
Other,1982,2697.0,0,632.0,Frame,8,606323.0,1000,Urban,11,False,False,26.15,43.95,120,504535.0,0.643,40.53,30.14,9.97,46,12.45,Adequate,0,Low,44,101788.0,False,High,4459.93,0,0.0
CA,1975,1255.0,0,700.0,Frame,9,209354.0,1000,Suburban,16,False,False,11.73,77.73,120,221701.0,0.753,48.23,53.31,0.08,53,43.54,Poor,3,High,51,0.0,True,Moderate,1992.54,0,0.0
TX,1969,3047.0,1,624.0,Frame,10,971670.0,5000,Urban,16,False,False,1.64,0.05,3,705624.0,6.135,6.33,5.08,0.96,54,13.97,Poor,2,Low,57,266046.0,False,High,6941.67,0,0.0
CA,2013,3128.0,0,700.0,Frame,5,842436.0,500,Urban,8,False,True,8.58,50.22,120,617684.0,0.816,38.14,46.2,10.63,88,25.21,Poor,0,Low,13,224752.0,True,Moderate,1721.08,0,0.0
TX,1990,1331.0,0,729.0,Frame,8,299102.0,2000,Rural,17,False,True,19.17,17.21,120,259971.0,0.446,40.36,67.86,8.66,85,12.96,Adequate,5,High,36,39131.0,False,Moderate,1154.26,0,0.0
FL,1974,3538.0,0,787.0,Frame,2,790165.0,1000,Suburban,29,False,True,14.27,1.53,120,600848.0,0.09,31.87,73.66,9.57,78,5.23,Adequate,1,Low,52,189317.0,False,Moderate,1656.38,0,0.0
WA,1970,2318.0,1,669.0,Frame,5,428348.0,1000,Urban,14,False,True,17.5,10.6,12,442794.0,0.199,33.98,40.56,1.53,38,5.78,Excellent,0,Low,56,0.0,False,Elevated,2072.44,0,0.0
CA,1992,2009.0,0,700.0,Masonry,10,494924.0,500,Rural,23,False,False,5.82,14.85,120,293848.0,0.247,14.41,35.63,2.54,89,33.34,Poor,1,Low,34,201076.0,True,Moderate,1003.63,0,0.0
GA,1978,2993.0,0,613.0,Frame,10,606053.0,2000,Suburban,16,False,False,20.57,33.22,120,544153.0,0.226,29.68,35.67,0.28,44,19.4,Adequate,1,Moderate,48,61900.0,False,Elevated,2416.39,0,0.0
Other,2013,974.0,0,648.0,Frame,7,168752.0,1000,Urban,1,False,True,17.8,0.37,120,168098.0,0.231,23.43,59.39,3.4,55,1.45,Poor,2,Low,13,654.0,False,Low,712.69,0,0.0
